CIRCLE,Sum,INVOICE
MAR-15-INTERIM-COMMISSION-MGO053,"32,410",
MAR-15-INTERIM-COMMISSION-MGO054,"31,950",
MAR-15-INTERIM-COMMISSION-MKL004,"65,750",
MAR-15-INTERIM-COMMISSION-MKL009,"42,950",
MAR-15-INTERIM-COMMISSION-MKL016,"23,600",
MAR-15-INTERIM-COMMISSION-MKL021,"62,300",
MAR-15-INTERIM-COMMISSION-MKL022,"80,800",
MAR-15-INTERIM-COMMISSION-MKL024,"67,000",
MAR-15-INTERIM-COMMISSION-MKL060,"45,450",
MAR-15-INTERIM-COMMISSION-MKL061,"50,832",
MAR-15-INTERIM-COMMISSION-MKL064,"50,380",
MAR-15-INTERIM-COMMISSION-MKLA01,"72,481",
MAR-15-INTERIM-COMMISSION-MKLA06,"26,342",
MAR-15-INTERIM-COMMISSION-MKLA07,"4,920",
MAR-15-INTERIM-COMMISSION-MNA315,"1,01,907",
MAR-15-INTERIM-COMMISSION-MNA700,"77,018",
MAR-15-INTERIM-COMMISSION-MNA704,"1,75,154",
MAR-15-INTERIM-COMMISSION-MNA707,"23,113",
MAR-15-INTERIM-COMMISSION-MNA709,"47,800",
MAR-15-INTERIM-COMMISSION-MNA712,"2,40,400",
MAR-15-INTERIM-COMMISSION-MNA713,"71,023",
MAR-15-INTERIM-COMMISSION-MNA719,"32,900",
MAR-15-INTERIM-COMMISSION-MNA721,"85,835",
MAR-15-INTERIM-COMMISSION-MNA722,"18,347",
MAR-15-INTERIM-COMMISSION-MNA723,"23,950",
MAR-15-INTERIM-COMMISSION-MNAD005,"16,084",
MAR-15-INTERIM-COMMISSION-MNAD006,"42,544",
MAR-15-INTERIM-COMMISSION-MNAD007,"51,450",
MAR-15-INTERIM-COMMISSION-MNG1013,"61,524",
MAR-15-INTERIM-COMMISSION-MNG1016,"37,875",
MAR-15-INTERIM-COMMISSION-MNG1021,"54,684",
MAR-15-INTERIM-COMMISSION-MNG1026,"1,14,269",
MAR-15-INTERIM-COMMISSION-MNG1027,"37,602",
MAR-15-INTERIM-COMMISSION-MNG1028,"38,042",
MAR-15-INTERIM-COMMISSION-MNG1032,"51,719",
MAR-15-INTERIM-COMMISSION-MNG192,"44,414",
MAR-15-INTERIM-COMMISSION-MNG193,"48,000",
MAR-15-INTERIM-COMMISSION-MNG195,"41,954",
MAR-15-INTERIM-COMMISSION-MNG196,"10,714",
MAR-15-INTERIM-COMMISSION-MNG197,"74,450",
MAR-15-INTERIM-COMMISSION-MNG199,"62,998",
MAR-15-INTERIM-COMMISSION-MNG204,"8,950",
MAR-15-INTERIM-COMMISSION-MNG205,"85,549",
MAR-15-INTERIM-COMMISSION-MNG206,"1,51,300",
MAR-15-INTERIM-COMMISSION-MNG207,"19,050",
MAR-15-INTERIM-COMMISSION-MNG209,"71,899",
MAR-15-INTERIM-COMMISSION-MNGA004,"3,073",
MAR-15-INTERIM-COMMISSION-MNGA005,"1,58,592",
MAR-15-INTERIM-COMMISSION-MNGC03,"1,00,413",
MAR-15-INTERIM-COMMISSION-MPUD10,"10,853",
MAR-15-INTERIM-COMMISSION-MPUD18,"62,075",
MAR-15-INTERIM-COMMISSION-MPUD19,"74,898",
MAR-15-INTERIM-COMMISSION-MPUD34,"1,15,306",
MAR-15-INTERIM-COMMISSION-MPUD46,"1,18,062",
MAR-15-INTERIM-COMMISSION-MPUD49,"41,744",
MAR-15-INTERIM-COMMISSION-MPUD54,"84,467",
MAR-15-INTERIM-COMMISSION-MPUD56,"28,800",
MAR-15-INTERIM-COMMISSION-MPUD57,"56,349",
MAR-15-INTERIM-COMMISSION-MPUD63,"35,348",
MAR-15-INTERIM-COMMISSION-MPUD64,"1,24,038",
MAR-15-INTERIM-COMMISSION-MPUD65,"3,12,407",
MAR-15-INTERIM-COMMISSION-MPUD69,"43,050",
MAR-15-INTERIM-COMMISSION-MPUD70,"27,743",
MAR-15-INTERIM-COMMISSION-MPUD71,"84,683",
MAR-15-INTERIM-COMMISSION-MPUD72,"1,93,800",
MAR-15-INTERIM-COMMISSION-MPUD74,"76,491",
MAR-15-INTERIM-COMMISSION-MPUD75,"54,017",
MAR-15-INTERIM-COMMISSION-MPUD76,"1,35,623",
MAR-15-INTERIM-COMMISSION-MPUD77,"37,400",
MAR-15-INTERIM-COMMISSION-MPUD79,"1,55,600",
MAR-15-INTERIM-COMMISSION-MPUD80,"1,46,244",
MAR-15-INTERIM-COMMISSION-MPUD81,"1,20,835",
MAR-15-INTERIM-COMMISSION-MPUD84,"2,06,500",
MAR-15-INTERIM-COMMISSION-MPUD85,"39,800",
MAR-15-INTERIM-COMMISSION-MPUD86,"80,550",
MAR-15-INTERIM-COMMISSION-MPUD89,"3,11,181",
MAR-15-INTERIM-COMMISSION-MPUD90,"1,44,680",
MAR-15-INTERIM-COMMISSION-MPUD92,"3,19,733",
MAR-15-INTERIM-COMMISSION-MPUD94,"54,649",
MAR-15-INTERIM-COMMISSION-MPUD96,"76,525",
MAR-15-INTERIM-COMMISSION-MPUD98,"16,516",
MAR-15-INTERIM-COMMISSION-MSO081,"1,08,880",
MAR-15-INTERIM-COMMISSION-MSO093,"85,000",
MAR-15-INTERIM-COMMISSION-MSO099,"18,000",
MAR-15-INTERIM-COMMISSION-MTR0001,"25,150",
MAR-15-INTERIM-COMMISSION-MTR0004,"77,350",
MAR-15-INTERIM-COMMISSION-MTR0008,"74,397",
MAR-15-INTERIM-COMMISSION-MTR0011,"63,000",
MAR-15-INTERIM-COMMISSION-MTR0012,"79,478",
MAR-15-INTERIM-COMMISSION-MTR0016,"50,650",
MAR-15-INTERIM-COMMISSION-MUU079,"14,250",
MAR-15-INTERIM-COMMISSION-MVA026,"74,655",
MAR-15-INTERIM-COMMISSION-MVA037,"49,900",
MAR-15-INTERIM-COMMISSION-MVA039,"99,951",
MAR-15-INTERIM-COMMISSION-MVA041,"1,26,959",
MAR-15-INTERIM-COMMISSION-NG209,"37,850",
MAR-15-INTERIM-COMMISSION-NG211,"1,44,645",
MAR-15-INTERIM-COMMISSION-SER-TAX-BS00058,"10,091",
MAR-15-INTERIM-COMMISSION-SER-TAX-CSA65000,"44,79,312",
MAR-15-INTERIM-COMMISSION-SER-TAX-CSA65030,"33,876",
MAR-15-INTERIM-COMMISSION-SER-TAX-CSAKAM1,"21,910",
MAR-15-INTERIM-COMMISSION-SER-TAX-EBDSA001,"35,19,788",
MAR-15-INTERIM-COMMISSION-SER-TAX-EBDSA014,"12,08,884",
MAR-15-INTERIM-COMMISSION-SER-TAX-EBDSA016,"14,251",
MAR-15-INTERIM-COMMISSION-SER-TAX-EBDSA017,"6,14,151",
MAR-15-INTERIM-COMMISSION-SER-TAX-EBDSA018,"1,30,845",
MAR-15-INTERIM-COMMISSION-SER-TAX-SAD00008,"22,43,512",
MAR-15-INTERIM-COMMISSION-SER-TAX-SAD11127,"6,65,569",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MAU004,"1,30,421",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MAU062,"1,84,412",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MAU065,"1,88,343",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MAU067,"2,52,957",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MAU081,"66,620",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MAUB001,"1,40,649",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MGO052,"80,787",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MGO123,"1,04,456",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL002,"2,91,250",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL003,"1,52,137",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL005,"98,284",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL014,"58,202",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL015,"1,02,517",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL041,"2,24,138",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL056,"46,328",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MKL059,"2,16,565",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA012,"1,93,510",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA014,"81,516",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA130,"1,50,330",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA307,"35,268",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA310,"2,08,738",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA311,"37,159",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA313,"36,349",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA317,"51,128",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA321,"67,855",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA502,"5,834",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNA701,"1,36,947",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNAD001,"41,357",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNAD002,"27,629",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG013,"2,47,287",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG020,"1,09,372",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG023,"1,28,125",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG055,"1,57,529",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG1024,"1,48,675",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG104,"38,764",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG110,"1,54,966",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG124,"94,281",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MNG201,"7,553",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU001,"6,85,702",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU004,"5,00,116",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU008,"61,760",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU009,"8,18,758",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU016,"1,19,360",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU018,"1,88,167",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU021A,"6,14,161",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU031,"1,41,143",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU035,"14,731",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU054,"3,66,489",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU056,"2,83,994",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU059,"1,44,573",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU100,"2,31,478",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU124,"96,473",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU177,"88,202",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU200,"62,815",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU402,"3,51,127",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU762,"14,607",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU769,"16,73,238",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU859,"1,96,542",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU863,"1,47,191",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU905,"2,18,164",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU906,"1,12,304",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU913,"1,76,445",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU936,"32,689",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU940,"1,48,086",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU941,"3,09,811",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU949,"5,16,888",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU956,"3,38,396",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPU996,"8,14,498",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUA03,"64,375",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUA06,"2,65,064",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUA07,"6,02,742",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD02,"49,282",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD08A,"8,28,133",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD09,"87,021",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD16,"87,863",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD17,"45,673",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD21,"96,589",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD32,"7,950",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD35,"31,426",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD37,"60,231",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD45,"53,691",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD53,"1,24,095",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD73,"22,752",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MPUD88,"1,64,258",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MSO082,"2,42,484",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MSO091,"80,225",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MTR0003,"47,135",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MTR0013,"61,798",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MTR0017,"53,985",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MVA032,"1,16,558",
MAR-15-INTERIM-COMMISSION-SERV-TAX-MVA036,"3,08,701",
MAR-15-INTERIM-COMMISSION-SSPM-SER-TAX-ARC0001,"1,24,538",
MAR-15-INTERIM-COMMISSION-SSPM-SER-TAX-ARC0003,"36,096",
MAR15VATPAYMENT,"14,53,355",
MAR15WCTAESGOA,423,
MAR15WCTPAYMENT,"4,40,031",
MC/01/2015,"24,519",
MH/201502-FEB-15/IN/26,"57,71,379",
MH/201503/107/IN/O,"65,94,510",
MH/201503/108/IN/O,"7,00,78,837",
MH/201503/108/IN/O/,"42,25,656",
MH/201503/3297/IN/O,"98,146",
MH/201503/MH0003/IN/MAIN,"3,27,381",
MH/201503/MH1003/IN/MAIN,"21,52,676",
MH/201503/MH2003/IN/MAIN,"3,35,126",
MH/20150301/19164/MH/IN/O,"21,51,310",
MH/20150301/19208/MUM/IN/O,"20,62,563",
MH/9839/MAR/15,"8,33,059",
MH/9848/MAR/15,"1,13,95,387",
MH/AIR/0315/4972,"3,89,34,886",
MH/AIR/0315/4972/,"2,06,147",
MH/AIR/0315/4972/P,"93,72,602",
MH/AIR/0315/4972/P/REC,"7,79,628",
MH/AIR/0315/4973,"51,36,293",
MK/15-16/00002,"2,856",
MM/AIR/0315/5273,"54,01,836",
MM/AIR/0315/5274,"3,02,46,912",
MNG/3G/ICR/14-15/14/01,"14,19,61,831",
MP/20150301/19165/MH/IN/O,"71,138",
MP/20150301/19209/MUM/IN/O,"8,53,014",
MTE-001/2015-16,"1,12,360",
MTNL/MUM/CDMA/MAR-15/100005,671,
MTNL/MUM/GSM/MAR-15/100014,"19,78,893",
MTNL/MUM/GSM/MAR-15/100022,"4,16,774",
MTNL/MUM/PSTN/MAR-15/100011,284,
MTNL/MUM/PSTN/MAR-15/100027,"1,52,177",
MUM/201503/121/IN/O,"35,82,001",
MUM/201503/121/IN/O/,"1,583",
MUM/201503/122/IN/O,"1,20,22,906",
MUM/201503/122/IN/O/,"1,74,413",
MUM/20150301/19166/MH/IN/O,"44,489",
MUM/20150301/19210/MUM/IN/O,"5,03,980",
MUM/AIRTEL-MAHARASHTRA/0070,"7,91,632",
MUM1007for15-05-15to13-05-16,"8,00,000",
MUM117for25-05-15to23-05-16,"2,18,750",
MUM130for06-05-15to04-05-16,"6,00,000",
MUM1365for01-04-15to31-03-16,"6,00,000",
MUM1486for01-04-15to30-03-16,"3,87,500",
MUM2060for01-04-15to30-03-16,"3,00,000",
MUM2061for01-05-15to29-04-16,"3,45,000",
MUM2334FOR10-08-14TO09-08-15/TDS/RECT/6,"37,625",
MUM2462for01-04-15to30-03-16,"3,60,000",
MUM254for16-02-15to15-02-16,"3,50,000",
MUM2558for23-05-15to21-05-16,"9,79,553",
MUM2582for26-04-15to24-04-16,"5,99,000",
MUM258for07-05-15to05-05-16,"2,99,000",
MUM2590for22-01-15to21-01-16,"1,90,000",
MUM2592for10-04-15to08-04-16,"2,10,000",
MUM2599for16-03-15to14-03-16,"1,87,000",
MUM2621for20-05-15to18-05-16,"1,72,500",
MUM2672for01-04-15to30-03-16,"6,01,400",
MUM2674for01-04-15to31-03-16,"2,50,000",
MUM2885FOR25-11-12TO24-11-13/TDS/RECT/7,"13,750",
MUM3003for01-04-15to31-03-16,"8,50,000",
MUM3046for01-04-15to30-03-16,"3,00,000",
MUM3051for01-04-15to30-03-16,"3,00,000",
MUM3062for01-04-15to30-03-16,"2,30,000",
MUM3088for01-04-15to30-03-16,"1,64,093",
MUM3129for23-05-15to21-05-16,"7,00,000",
MUM313for01-04-15to30-03-16,"2,50,000",
MUM3143for28-04-15to26-04-16,"2,32,925",
MUM3190for15-03-15to14-03-16,"50,000",
MUM3204for14-03-15to13-03-16,"2,00,000",
MUM3205for01-04-15to30-03-16,"8,40,000",
MUM3223for01-04-15to30-03-16,"6,01,400",
MUM3231for01-05-15to30-04-16,"1,75,000",
MUM3231FOR01-11-14TO31-01-15/TDS/RECT/8,"17,500",
MUM3267for19-05-15to17-05-16,"3,00,000",
MUM3291for01-04-15to30-03-16,"1,96,875",
MUM3312FOR01-03-14TO28-02-15/TDS/RECT/9,"17,600",
MUM3312FOR01-03-15TO28-02-16/TDS/RECT/10,"17,600",
MUM3324for01-01-15to31-12-15,"4,00,000",
MUM3355for15-05-15to13-05-16,"1,72,500",
MUM3361for07-04-15to05-04-16,"2,66,200",
MUM3370for01-04-15to30-03-16,"6,06,000",
MUM3374for06-04-15to04-04-16,"2,42,000",
MUM3375for26-04-15to24-04-16,"2,56,762",
MUM3384for12-04-15to10-04-16,"1,50,000",
MUM3393for25-04-15to23-04-16,"5,00,000",
MUM3412FOR10-09-14TO09-09-15/TDS/RECT/11,"15,000",
MUM3419for20-03-14to19-03-15,"4,21,798",
MUM3419for20-03-15to19-03-16,"3,45,000",
MUM3421for20-05-15to18-05-16,"3,30,000",
MUM3423for12-04-15to10-04-16,"2,20,000",
MUM3460for27-05-15to26-05-16,"4,50,000",
MUM3503for01-04-15to30-03-16,"2,47,500",
MUM3542for01-04-15to30-03-16,"1,32,000",
MUM3731for01-04-15to30-03-16,"17,87,500",
MUM3742for09-04-15to07-04-16,"4,35,600",
MUM3745for12-05-15to10-05-16,"2,72,250",
MUM3747for27-05-15to25-05-16,"1,65,000",
MUM3758for10-10-14to09-10-15,"7,00,000",
MUM375for01-04-14to31-03-15,"1,80,000",
MUM375for01-04-15to31-03-16,"4,50,000",
MUM3768for21-04-15to19-04-16,"1,85,150",
MUM3797for04-05-15to02-05-16,"3,02,500",
MUM3890for18-05-15to17-05-16,"2,20,220",
MUM3922for01-04-15to30-03-16,"2,40,000",
MUM420for01-04-15to30-03-16,"1,20,000",
MUM466for02-04-15to31-03-16,"2,00,000",
MUM5032for01-04-15to30-03-16,"8,50,000",
MUM508for04-02-2015to03-02-16,"2,85,000",
MUM515for01-04-15to30-03-16,"5,00,000",
MUM5736for23-11-14to23-11-15,"6,00,000",
MUM5770for25-04-15to23-04-16,"18,00,000",
MUM602for01-04-15to30-03-16,"4,50,000",
MUM656for29-04-15to27-04-16,"2,32,320",
MUM674FOR25-06-14TO24-06-15/TDS/RECT/12,"26,400",
MUM713for01-04-15to30-03-16,"1,20,000",
MUM811for24-04-15to22-04-16,"1,70,000",
MUM871for01-05-15to29-04-16,"7,30,000",
MUM946FOR01-04-14TO31-03-15/TDS/RECT/13,"15,000",
MUM946for01-04-15to30-03-16,"1,50,000",
MUM963for12-05-15to10-05-16,"2,50,000",
MUM965for21-04-15to19-04-16,"1,00,000",
MUMBAI/AIRTEL/0073,"38,20,213",
ND/20150301/19167/MH/IN/O,"4,406",
ND/20150301/19211/MUM/IN/O,"3,85,127",
NE/20150301/19168/MH/IN/O,390,
NE/20150301/19212/MUM/IN/O,"28,718",
NFA/ABHIRUCHI-MALL/MH4852/2014,"30,000",
NFA/GAJRA-UDYOG/MG2883/2014/1/TDS/RECT/15,"6,250",
NFA/GAJRA-UDYOG/MG2883/2014/TDS/RECT/14,"6,250",
NFA/HOTEL-O/MG622/2014,"30,000",
NFA/INNOVATION-PARK/ROM5369/2014,"30,000",
NFA/IVY-STUDIOS/MG3234/2014,"30,000",
NFA/KOTHRUD-VASANT-PUSHPA/4163/2014,"30,000",
NFA/MAYFAIR-TOWER/4669/2014,"30,000",
NFA/METROPOLOTIAN/MG3075/2014,"30,000",
NFA/MITTAL-COURT/MG3082/2014,"30,000",
NFA/PAN-CARD-CLUB/MG2606/2014,"30,000",
NFA/PARIJAT-APT/MG6450/2015,"30,000",
NFA/RAJWAD-PALACE-HOTEL/MG2626/2014,"30,000",
NFA/SADASHIV-APART/MG2700/2014,"30,000",
NFA/SUN-N-SAND-HOTEL/2113/2014,"30,000",
NFA/UP-AND-ABOVE/MG2654/2014,"30,000",
NFA/VIRA-THEATRE/2798/2015,"13,500",
NOV-13-INTERIM-JUL-13-3RD-BILL-COMM-MNAD004,"5,975",
NOV-13-INT-JUN-13-THIRD-BILL-DIFF-MNAD004,"1,800",
NOV14CLA/TDS/RECT/16,"2,268",
NOV-14-INTERIM-COMMISSION-MPUD07,"4,250",
NOV-14-INTERIM-COMMISSION-MSO092,"4,800",
NOV-14-INTERIM-COMMISSION-SER-TAX-MAUB003,"3,200",
OCT-13-INTERIM-JUN-13-3RD-BILL-COMM-MNAD004,"4,125",
OCT14CLAARREAR/TDS/RECT/17,168,
OR/20150301/19169/MH/IN/O,316,
OR/20150301/19213/MUM/IN/O,"16,826",
PB/20150301/19170/MH/IN/O,"7,534",
PB/20150301/19214/MUM/IN/O,"3,71,997",
PD/2015/0109,"21,817",
PD/2015/0110,"86,938",
PDP-04-2015,"78,830",
PDP-05-2015,"78,830",
PGAST0215,"56,856",
PIIL/SNP/AIRTEL/1516/00103,"11,461",
PIIL/SNP/AIRTEL/1516/00104,"29,798",
PIIL/SNP/AIRTEL/1516/00105,"91,686",
PIIL/SNP/AIRTEL/1516/00106,"5,01,596",
PPP-04-2015,"78,830",
PPP-05-2015,"78,830",
RAJDHANI/01/01/15-14/15,"33,743",
R-BAL-2014-001135,"1,416",
R-BAL-2014-001136,"28,795",
R-BAL-2014-001352,"1,412",
R-BAL-2014-001353,"96,888",
R-BAL-2014-001561,"1,249",
R-BAL-2014-001562,"97,445",
R-BAL-2014-001780,"1,152",
R-BAL-2014-001781,"99,415",
R-BAL-2014-002220,650,
R-BAL-2014-002221,"65,309",
R-BAL-2015-002980,951,
R-BAL-2015-002981,"2,26,383",
R-BAL-2015-003057,"4,751",
R-BAL-2015-003058,"2,47,261",
R-BAL-2015-003087,478,
R-BAL-2015-003088,"90,910",
R-BAL-2015-003304,955,
R-BAL-2015-003305,"1,73,461",
R-BHARTI2015-002424,"1,19,33,258",
R-BHARTI2015-002425,"14,87,430",
RDD/15-16/001,"2,02,248",
RDD/15-16/002,"2,02,248",
RENT/AEOHIRANANADANIMEADOWS/APR/2015,"35,281",
RENT/AEOHIRANANADANIMEADOWS/MAY/2015,"35,281",
RENT/AUNDHARC/APR/2015,"70,000",
RENT/AUNDHARC/MAY/2015,"70,000",
RENT/AURANGABADARC/APR/2015,"62,000",
RENT/AURANGABADARC/MAY/2015,"62,000",
RENT/AURANGABADCIDCO/AOR/APR/2015,"73,000",
RENT/BELAPUR/AOR/APR/2015,"1,25,000",
RENT/CHEMBURARC/MAR14TOAPR15,"16,10,000",
RENT/DOMBIVALIARC/APR/2015,"2,15,000",
RENT/DOMBIVALIARC/MAY/2015,"2,15,000",
RENT/ELPHANSTONEARC/APR/2015,"1,15,000",
RENT/ELPHANSTONEARC/MAY/2015,"1,15,000",
RENT/GALA13WAREHOUE/APR/2015,"15,625",
RENT/GALA13WAREHOUE/MAY/2015,"15,625",
RENT/GALA14WAREHOUE/APR/2015,"15,625",
RENT/GALA14WAREHOUE/MAY/2015,"15,625",
RENT/GALA15WAREHOUE/APR/2015,"15,625",
RENT/GALA15WAREHOUE/MAY/2015,"15,625",
RENT/GALA16WAREHOUE/APR/2015,"15,625",
RENT/GALA16WAREHOUE/MAY/2015,"15,625",
RENT/GALA17WAREHOUE/APR/2015,"15,625",
RENT/GALA17WAREHOUE/MAY/2015,"15,625",
RENT/GALA18WAREHOUE/APR/2015,"15,625",
RENT/GALA18WAREHOUE/MAY/2015,"15,625",
RENT/GALA19WAREHOUE/APR/2015,"15,625",
RENT/GALA19WAREHOUE/MAY/2015,"15,625",
RENT/GALA1WAREHOUE/APR/2015,"15,625",
RENT/GALA1WAREHOUE/MAY/2015,"15,625",
RENT/GALA20WAREHOUE/APR/2015,"15,625",
RENT/GALA20WAREHOUE/MAY/2015,"15,625",
RENT/GALA2WAREHOUE/APR/2015,"15,625",
RENT/GALA2WAREHOUE/MAY/2015,"15,625",
RENT/GALA3AND4WAREHOUE/APR/2015,"31,250",
RENT/GALA3AND4WAREHOUE/MAY/2015,"31,250",
RENT/GALA5AND6WAREHOUE/APR/2015,"31,250",
RENT/GALA5AND6WAREHOUE/MAY/2015,"31,250",
RENT/GALA7WAREHOUE/APR/2015,"15,625",
RENT/GALA7WAREHOUE/MAY/2015,"15,625",
RENT/GALA8 11 12WAREHOUE/APR/2015,"46,875",
RENT/GALA8 11 12WAREHOUE/MAY/2015,"46,875",
RENT/GALA9AND10WAREHOUE/APR/2015,"31,250",
RENT/GALA9AND10WAREHOUE/MAY/2015,"31,250",
RENT/GHATKOPARACR/APR/2015,"46,000",
RENT/GHATKOPARACR/MAY/2015,"46,000",
RENT/GHATKOPARWEST/AOR/APR/2015,"1,10,000",
RENT/KALYANARC/APR/2015,"66,720",
RENT/KALYANARC/MAY/2015,"66,720",
RENT/KANDIVALIARC/APR/2015,"50,000",
RENT/KANDIVALIARC/MAY/2015,"50,000",
RENT/LATURARC/APR/2014/TDS/RECT/18,"1,500",
RENT/LATURARC/APR/2015,"15,000",
RENT/LATURARC/DEC/2014/TDS/RECT/20,"1,500",
RENT/LATURARC/FEB/2015/TDS/RECT/21,"1,500",
RENT/LATURARC/JAN/2015/TDS/RECT/22,"1,500",
RENT/LATURARC/JUL/2014/TDS/RECT/23,"1,500",
RENT/LATURARC/JUN/2014/TDS/RECT/24,"1,500",
RENT/LATURARC/MAR/2014/TDS/RECT/25,"1,500",
RENT/LATURARC/MAR/2015/TDS/RECT/26,"1,500",
RENT/LATURARC/MAY/2014/TDS/RECT/27,"1,500",
RENT/LATURARC/MAY/2015,"15,000",
RENT/LATURARC/NOV/2014/TDS/RECT/28,"1,500",
RENT/LATURARC/OCT/2014/TDS/RECT/29,"1,500",
RENT/LATURARC/SEP/2014/TDS/RECT/30,"1,500",
RENT/MADGAONGOAARC/NOV14TOJAN15/TDS/RECT/31,"11,000",
RENT/MARGAOARC/APR/2015,"61,000",
RENT/MARGAOARC/MAR/2015,"44,733",
RENT/MARGAOARC/MAY/2015,"61,000",
RENT/MOHDALIARC/APR/2015,"2,47,940",
